Time_hr,HeartRate,RespirationRate,MAP,Phase,SleepQuality,FatigueIndex,RiskFlag
1.1666722222222223,105.67,17.65,77.2,Normal,80,62.0,False
1.19445,105.59,17.75,77.4,Normal,80,63.0,False
1.222227777777778,105.56,17.75,77.3,Normal,80,64.0,False
1.2500055555555556,105.62,17.75,77.2,Normal,80,65.0,False
1.2777833333333335,105.47,17.75,77.4,Normal,80,66.0,False
1.3055611111111112,105.47,17.86,77.4,Normal,80,67.0,False
1.333338888888889,105.55,17.75,77.3,Normal,80,68.0,False
1.3611166666666668,105.37,17.75,77.5,Normal,80,69.0,False
1.3888944444444447,105.34,17.86,77.5,Normal,80,70.0,False
1.4166722222222223,105.44,17.75,77.4,Normal,80,71.0,False
1.44445,105.31,17.75,77.5,Normal,80,72.0,False
1.472227777777778,105.26,17.86,77.6,Normal,80,73.0,False
1.5000055555555556,105.37,17.75,77.5,Normal,80,74.0,False
1.5277833333333335,105.26,17.75,77.5,Normal,80,75.0,False
1.5555611111111112,105.19,17.86,77.7,Normal,80,76.0,False
1.583338888888889,105.26,17.86,77.6,Normal,80,77.0,False
1.6111166666666668,105.24,17.75,77.6,Normal,80,78.0,False
1.6388944444444447,105.13,17.86,77.7,Normal,80,79.0,False
1.6666722222222223,105.14,17.86,77.7,Normal,80,80.0,False
1.69445,105.23,17.86,77.6,Normal,80,81.0,True
1.722227777777778,105.08,17.86,77.7,Normal,80,82.0,True
1.7500055555555556,105.02,17.86,77.8,Normal,80,83.0,True
1.7777833333333335,105.16,17.86,77.6,Normal,80,84.0,True
1.8055611111111112,105.11,17.86,77.7,Normal,80,85.0,True
1.833338888888889,104.96,17.86,77.8,Normal,80,86.0,True
1.8611166666666668,105.06,17.86,77.7,Normal,80,87.0,True
1.8888944444444447,105.08,17.86,77.7,Normal,80,88.0,True
1.9166722222222223,104.96,17.86,77.9,Normal,80,89.0,True
1.94445,105.01,17.96,77.8,Normal,80,90.0,True
1.972227777777778,105.04,17.86,77.7,Normal,80,91.0,True
2.0000055555555556,104.91,17.86,77.9,Normal,80,92.0,True
2.0277833333333333,104.89,17.96,77.9,Normal,80,93.0,True
2.0555611111111114,105.0,17.86,77.8,Normal,80,94.0,True
2.083338888888889,104.95,17.86,77.9,Normal,80,95.0,True
2.1111166666666668,104.88,17.96,77.9,Normal,80,96.0,True
2.1388944444444444,104.98,17.96,77.8,Normal,80,97.0,True
2.1666722222222226,104.93,17.86,77.8,Normal,80,98.0,True
2.1944500000000002,104.83,17.96,78.0,Normal,80,99.0,True
2.222227777777778,104.86,17.96,77.9,Normal,80,100.0,True
2.2500055555555556,104.96,17.86,77.8,Normal,80,100.0,True
2.2777833333333333,104.83,17.96,78.0,Normal,80,100.0,True
2.3055611111111114,104.81,17.96,78.0,Normal,80,100.0,True
2.333338888888889,104.93,17.96,77.8,Normal,80,100.0,True
2.3611166666666668,104.85,17.96,78.0,Normal,80,100.0,True
2.3888944444444444,104.78,17.96,78.0,Normal,80,100.0,True
2.4166722222222226,104.9,17.96,77.9,Normal,80,100.0,True
2.4444500000000002,104.88,17.96,77.9,Normal,80,100.0,True
2.472227777777778,104.77,17.96,78.1,Normal,80,100.0,True
2.5000055555555556,104.87,17.96,77.9,Normal,80,100.0,True
2.5277833333333333,104.9,17.96,77.9,Normal,80,100.0,True
2.5555611111111114,104.76,17.96,78.1,Normal,80,100.0,True
2.583338888888889,104.78,18.07,78.0,Normal,80,100.0,True
2.6111166666666668,104.87,17.96,77.9,Normal,80,100.0,True
2.6388944444444444,104.76,17.96,78.0,Normal,80,100.0,True
2.6666722222222226,104.75,18.07,78.1,Normal,80,100.0,True
2.6944500000000002,104.85,17.96,77.9,Normal,80,100.0,True
2.722227777777778,104.8,17.96,78.0,Normal,80,100.0,True
2.7500055555555556,104.74,18.07,78.1,Normal,80,100.0,True
2.7777833333333333,104.83,18.07,78.0,Normal,80,100.0,True
2.8055611111111114,104.83,17.96,78.0,Normal,80,100.0,True
2.833338888888889,104.74,18.07,78.1,Normal,80,100.0,True
2.8611166666666668,104.77,18.07,78.0,Normal,80,100.0,True
2.8888944444444444,104.84,17.96,78.0,Normal,80,100.0,True
2.9166722222222226,104.74,18.07,78.1,Normal,80,100.0,True
2.9444500000000002,104.71,18.07,78.1,Normal,80,100.0,True
2.972227777777778,104.83,18.07,78.0,Normal,80,100.0,True
3.0000055555555556,104.7,18.07,78.1,Normal,80,100.0,True
3.0277833333333333,104.67,18.07,78.2,Normal,80,100.0,True
3.0555611111111114,104.78,18.07,78.0,Normal,80,100.0,True
3.083338888888889,104.73,17.96,78.1,Normal,80,100.0,True
3.1111166666666668,104.68,18.07,78.2,Normal,80,100.0,True
3.1388944444444444,104.77,18.07,78.1,Normal,80,100.0,True
3.1666722222222226,104.84,17.96,78.0,Normal,80,100.0,True
3.1944500000000002,104.72,18.07,78.2,Normal,80,100.0,True
3.222227777777778,104.73,18.07,78.1,Normal,80,100.0,True
3.2500055555555556,104.83,18.07,78.0,Normal,80,100.0,True
3.2777833333333333,104.7,18.07,78.1,Normal,80,100.0,True
3.3055611111111114,104.66,18.18,78.2,Normal,80,100.0,True
3.333338888888889,104.8,18.07,78.0,Normal,80,100.0,True
3.3611166666666668,104.74,18.07,78.1,Normal,80,100.0,True
3.3888944444444444,104.67,18.07,78.2,Normal,80,100.0,True
3.4166722222222226,104.8,18.07,78.1,Normal,80,100.0,True
3.4444500000000002,104.78,18.07,78.1,Normal,80,100.0,True
3.472227777777778,104.66,18.07,78.2,Normal,80,100.0,True
3.5000055555555556,104.77,18.07,78.1,Normal,80,100.0,True
3.5277833333333333,104.81,18.07,78.1,Normal,80,100.0,True
3.5555611111111114,104.7,18.07,78.2,Normal,80,100.0,True
3.583338888888889,104.76,18.18,78.1,Normal,80,100.0,True
3.6111166666666668,104.8,18.07,78.0,Normal,80,100.0,True
3.6388944444444444,104.69,18.07,78.2,Normal,80,100.0,True
3.6666722222222226,104.7,18.18,78.2,Normal,80,100.0,True
3.6944500000000002,104.82,18.07,78.1,Normal,80,100.0,True
3.722227777777778,104.75,18.07,78.2,Normal,80,100.0,True
3.7500055555555556,104.7,18.18,78.2,Normal,80,100.0,True
3.7777833333333333,104.8,18.07,78.1,Normal,80,100.0,True
3.8055611111111114,104.75,18.07,78.1,Normal,80,100.0,True
3.833338888888889,104.72,18.18,78.2,Normal,80,100.0,True
3.8611166666666668,104.81,18.18,78.1,Normal,80,100.0,True
3.8888944444444444,104.79,18.07,78.1,Normal,80,100.0,True
3.9166722222222226,104.7,18.18,78.2,Normal,80,100.0,True
3.9444500000000002,104.76,18.18,78.2,Normal,80,100.0,True
3.972227777777778,104.85,18.07,78.1,Normal,80,100.0,True
4.000005555555556,104.73,18.18,78.2,Normal,80,100.0,True
4.027783333333334,104.7,18.18,78.2,Normal,80,100.0,True
4.055561111111111,104.84,18.07,78.1,Normal,80,100.0,True
4.083338888888889,104.75,18.18,78.2,Normal,80,100.0,True
4.111116666666667,104.73,18.18,78.2,Normal,80,100.0,True
4.138894444444444,104.82,18.18,78.1,Normal,80,100.0,True
4.166672222222222,104.75,18.07,78.2,Normal,80,100.0,True
4.19445,104.74,18.18,78.2,Normal,80,100.0,True
4.2222277777777775,104.81,18.18,78.1,Normal,80,100.0,True
4.250005555555556,104.8,18.07,78.1,Normal,80,100.0,True
4.277783333333334,104.74,18.18,78.2,Normal,80,100.0,True
4.305561111111111,104.8,18.18,78.2,Normal,80,100.0,True
4.333338888888889,104.86,18.07,78.1,Normal,80,100.0,True
4.361116666666667,104.74,18.18,78.2,Normal,80,100.0,True
4.388894444444444,104.74,18.18,78.2,Normal,80,100.0,True
4.416672222222222,104.9,18.18,78.1,Normal,80,100.0,True
4.44445,104.78,18.18,78.2,Normal,80,100.0,True
4.4722277777777775,104.73,18.18,78.3,Normal,80,100.0,True
4.500005555555556,104.88,18.18,78.1,Normal,80,100.0,True
4.527783333333334,104.81,18.18,78.2,Normal,80,100.0,True
4.555561111111111,104.73,18.18,78.3,Normal,80,100.0,True
4.583338888888889,104.84,18.18,78.2,Normal,80,100.0,True
4.611116666666667,104.87,18.18,78.1,Normal,80,100.0,True
4.638894444444444,104.76,18.18,78.3,Normal,80,100.0,True
4.666672222222222,104.8,18.18,78.2,Normal,80,100.0,True
4.69445,104.91,18.18,78.1,Normal,80,100.0,True
4.7222277777777775,104.79,18.18,78.3,Normal,80,100.0,True
4.750005555555556,104.77,18.29,78.3,Normal,80,100.0,True
4.777783333333334,104.92,18.18,78.1,Normal,80,100.0,True
4.805561111111111,104.81,18.18,78.2,Normal,80,100.0,True
4.833338888888889,104.74,18.29,78.3,Normal,80,100.0,True
4.861116666666667,104.91,18.18,78.1,Normal,80,100.0,True
4.888894444444444,104.84,18.18,78.2,Normal,80,100.0,True
4.916672222222222,104.76,18.18,78.3,Normal,80,100.0,True
4.94445,104.92,18.18,78.1,Normal,80,100.0,True
4.9722277777777775,104.88,18.18,78.2,Normal,80,100.0,True
5.000005555555556,104.77,18.18,78.3,Normal,80,100.0,True
5.027783333333334,104.91,18.18,78.2,Normal,80,100.0,True
5.055561111111111,104.92,18.18,78.2,Normal,80,100.0,True
5.083338888888889,104.79,18.18,78.3,Normal,80,100.0,True
5.111116666666667,104.89,18.29,78.2,Normal,80,100.0,True
5.138894444444444,104.93,18.18,78.1,Normal,80,100.0,True
5.166672222222222,104.81,18.18,78.3,Normal,80,100.0,True
5.19445,104.86,18.29,78.3,Normal,80,100.0,True
5.2222277777777775,104.94,18.18,78.1,Normal,80,100.0,True
5.250005555555556,104.84,18.18,78.3,Normal,80,100.0,True
5.277783333333334,104.86,18.29,78.3,Normal,80,100.0,True
5.305561111111111,104.92,18.18,78.2,Normal,80,100.0,True
5.333338888888889,104.87,18.18,78.2,Normal,80,100.0,True
5.361116666666667,104.86,18.29,78.3,Normal,80,100.0,True
5.388894444444444,104.92,18.18,78.2,Normal,80,100.0,True
5.416672222222222,104.94,18.18,78.2,Normal,80,100.0,True
5.44445,104.85,18.29,78.3,Normal,80,100.0,True
5.4722277777777775,104.9,18.29,78.2,Normal,80,100.0,True
5.500005555555556,104.98,18.18,78.2,Normal,80,100.0,True
5.527783333333334,104.87,18.18,78.3,Normal,80,100.0,True
5.555561111111111,104.89,18.29,78.2,Normal,80,100.0,True
5.583338888888889,105.0,18.18,78.2,Normal,80,100.0,True
5.611116666666667,104.87,18.18,78.3,Normal,80,100.0,True
5.638894444444444,104.89,18.29,78.3,Normal,80,100.0,True
5.666672222222222,104.99,18.18,78.2,Normal,80,100.0,True
5.69445,104.9,18.18,78.3,Normal,80,100.0,True
5.7222277777777775,104.91,18.29,78.3,Normal,80,100.0,True
5.750005555555556,104.98,18.18,78.2,Normal,80,100.0,True
5.777783333333334,104.94,18.18,78.2,Normal,80,100.0,True
5.805561111111111,104.93,18.29,78.3,Normal,80,100.0,True
5.833338888888889,104.96,18.29,78.2,Normal,80,100.0,True
5.861116666666667,105.0,18.18,78.2,Normal,80,100.0,True
5.888894444444444,104.91,18.29,78.3,Normal,80,100.0,True
5.916672222222222,104.94,18.29,78.2,Normal,80,100.0,True
5.94445,105.02,18.18,78.2,Normal,80,100.0,True
5.9722277777777775,104.89,18.29,78.3,Normal,80,100.0,True
6.000005555555556,104.94,18.29,78.3,MotionSickness,60,100.0,True
6.027783333333334,147.35,18.07,89.1,MotionSickness,60,100.0,True
6.055561111111111,105.86,18.07,78.6,MotionSickness,60,100.0,True
6.083338888888889,105.23,18.4,78.5,MotionSickness,60,100.0,True
6.111116666666667,105.23,18.29,78.4,MotionSickness,60,100.0,True
6.138894444444444,105.35,18.18,78.3,MotionSickness,60,100.0,True
6.166672222222222,105.23,18.29,78.5,MotionSickness,60,100.0,True
6.19445,105.22,18.29,78.4,MotionSickness,60,100.0,True
6.2222277777777775,105.37,18.18,78.3,MotionSickness,60,100.0,True
6.250005555555556,105.24,18.18,78.5,MotionSickness,60,100.0,True
6.277783333333334,105.26,18.29,78.5,MotionSickness,60,100.0,True
6.305561111111111,105.34,18.29,78.3,MotionSickness,60,100.0,True
6.333338888888889,105.28,18.18,78.4,MotionSickness,60,100.0,True
6.361116666666667,105.27,18.29,78.5,MotionSickness,60,100.0,True
6.388894444444444,105.31,18.29,78.4,MotionSickness,60,100.0,True
6.416672222222222,105.34,18.18,78.4,MotionSickness,60,100.0,True
6.44445,105.26,18.29,78.4,MotionSickness,60,100.0,True
6.4722277777777775,105.32,18.29,78.4,MotionSickness,60,100.0,True
6.500005555555556,105.36,18.18,78.3,MotionSickness,60,100.0,True
6.527783333333334,105.28,18.29,78.5,MotionSickness,60,100.0,True
6.555561111111111,105.29,18.29,78.5,MotionSickness,60,100.0,True
6.583338888888889,105.38,18.18,78.3,MotionSickness,60,100.0,True
6.611116666666667,105.31,18.29,78.5,MotionSickness,60,100.0,True
6.638894444444444,105.27,18.29,78.5,MotionSickness,60,100.0,True
6.666672222222222,105.42,18.29,78.3,MotionSickness,60,100.0,True
6.69445,105.31,18.18,78.5,MotionSickness,60,100.0,True
6.7222277777777775,105.28,18.29,78.5,MotionSickness,60,100.0,True
6.750005555555556,105.38,18.29,78.4,MotionSickness,60,100.0,True
6.777783333333334,105.33,18.18,78.4,MotionSickness,60,100.0,True
6.805561111111111,105.33,18.29,78.5,MotionSickness,60,100.0,True
6.833338888888889,105.34,18.29,78.4,MotionSickness,60,100.0,True
6.861116666666667,105.4,18.18,78.4,MotionSickness,60,100.0,True
6.888894444444444,105.32,18.29,78.5,MotionSickness,60,100.0,True
6.916672222222222,105.33,18.29,78.5,MotionSickness,60,100.0,True
6.94445,105.44,18.18,78.3,MotionSickness,60,100.0,True
6.9722277777777775,105.33,18.29,78.5,MotionSickness,60,100.0,True
7.000005555555556,105.33,18.29,78.5,MotionSickness,60,100.0,True
7.027783333333334,105.45,18.29,78.3,MotionSickness,60,100.0,True
7.055561111111111,105.39,18.29,78.5,MotionSickness,60,100.0,True
7.083338888888889,105.34,18.29,78.5,MotionSickness,60,100.0,True
7.111116666666667,105.48,18.29,78.4,MotionSickness,60,100.0,True
7.138894444444444,105.4,18.18,78.4,MotionSickness,60,100.0,True
7.166672222222222,105.4,18.29,78.5,MotionSickness,60,100.0,True
7.19445,105.44,18.29,78.4,MotionSickness,60,100.0,True
7.2222277777777775,105.5,18.18,78.3,MotionSickness,60,100.0,True
7.250005555555556,105.43,18.29,78.4,MotionSickness,60,100.0,True
7.277783333333334,105.44,18.29,78.4,MotionSickness,60,100.0,True
7.305561111111111,105.56,18.29,78.3,MotionSickness,60,100.0,True
7.333338888888889,105.45,18.29,78.4,MotionSickness,60,100.0,True
7.361116666666667,105.45,18.29,78.5,MotionSickness,60,100.0,True
7.388894444444444,105.55,18.29,78.3,MotionSickness,60,100.0,True
7.416672222222222,105.51,18.29,78.4,MotionSickness,60,100.0,True
7.44445,105.44,18.29,78.4,MotionSickness,60,100.0,True
7.4722277777777775,105.59,18.29,78.3,MotionSickness,60,100.0,True
7.500005555555556,105.49,18.29,78.4,MotionSickness,60,100.0,True
7.527783333333334,105.49,18.29,78.4,MotionSickness,60,100.0,True
7.555561111111111,105.54,18.29,78.4,MotionSickness,60,100.0,True
7.583338888888889,105.59,18.18,78.3,MotionSickness,60,100.0,True
7.611116666666667,105.5,18.29,78.4,MotionSickness,60,100.0,True
7.638894444444444,105.54,18.29,78.4,MotionSickness,60,100.0,True
7.666672222222222,105.65,18.29,78.3,MotionSickness,60,100.0,True
7.69445,105.54,18.29,78.4,MotionSickness,60,100.0,True
7.7222277777777775,105.54,18.29,78.4,MotionSickness,60,100.0,True
7.750005555555556,105.66,18.29,78.2,MotionSickness,60,100.0,True
7.777783333333334,105.59,18.29,78.4,MotionSickness,60,100.0,True
7.805561111111111,105.53,18.29,78.4,MotionSickness,60,100.0,True
7.833338888888889,105.68,18.29,78.3,MotionSickness,60,100.0,True
7.861116666666667,105.57,18.29,78.4,MotionSickness,60,100.0,True
7.888894444444444,105.59,18.29,78.4,MotionSickness,60,100.0,True
7.916672222222222,105.63,18.29,78.3,MotionSickness,60,100.0,True
7.94445,105.69,18.29,78.3,MotionSickness,60,100.0,True
7.9722277777777775,105.58,18.29,78.4,MotionSickness,60,100.0,True
8.000005555555555,105.64,18.29,78.4,MotionSickness,60,100.0,True
8.027783333333334,105.7,18.29,78.2,MotionSickness,60,100.0,True
8.05556111111111,105.64,18.29,78.4,MotionSickness,60,100.0,True
8.083338888888889,105.59,18.29,78.4,MotionSickness,60,100.0,True
8.111116666666668,105.76,18.29,78.2,MotionSickness,60,100.0,True
8.138894444444444,105.64,18.29,78.3,MotionSickness,60,100.0,True
8.166672222222223,105.64,18.29,78.4,MotionSickness,60,100.0,True
8.19445,105.73,18.29,78.3,MotionSickness,60,100.0,True
8.222227777777778,105.72,18.29,78.3,MotionSickness,60,100.0,True
8.250005555555555,105.64,18.29,78.4,MotionSickness,60,100.0,True
8.277783333333334,105.74,18.29,78.3,MotionSickness,60,100.0,True
8.30556111111111,105.74,18.29,78.3,MotionSickness,60,100.0,True
8.333338888888889,105.66,18.29,78.4,MotionSickness,60,100.0,True
8.361116666666668,105.68,18.29,78.4,MotionSickness,60,100.0,True
8.388894444444444,105.79,18.29,78.2,MotionSickness,60,100.0,True
8.416672222222223,105.69,18.29,78.4,MotionSickness,60,100.0,True
8.44445,105.67,18.29,78.4,MotionSickness,60,100.0,True
8.472227777777778,105.82,18.29,78.2,MotionSickness,60,100.0,True
8.500005555555555,105.73,18.29,78.3,MotionSickness,60,100.0,True
8.527783333333334,105.7,18.29,78.4,MotionSickness,60,100.0,True
8.55556111111111,105.79,18.29,78.3,MotionSickness,60,100.0,True
8.583338888888889,105.79,18.29,78.3,MotionSickness,60,100.0,True
8.611116666666668,105.71,18.29,78.4,MotionSickness,60,100.0,True
8.638894444444444,105.77,18.29,78.3,MotionSickness,60,100.0,True
8.666672222222223,105.81,18.29,78.2,MotionSickness,60,100.0,True
8.69445,105.75,18.29,78.4,MotionSickness,60,100.0,True
8.722227777777778,105.71,18.29,78.4,MotionSickness,60,100.0,True
8.750005555555555,105.87,18.29,78.2,MotionSickness,60,100.0,True
8.777783333333334,105.76,18.29,78.3,MotionSickness,60,100.0,True
8.80556111111111,105.75,18.29,78.4,MotionSickness,60,100.0,True
8.833338888888889,105.83,18.29,78.3,MotionSickness,60,100.0,True
8.861116666666668,105.84,18.29,78.3,MotionSickness,60,100.0,True
8.888894444444444,105.74,18.29,78.4,MotionSickness,60,100.0,True
8.916672222222223,105.83,18.29,78.3,MotionSickness,60,100.0,True
8.94445,105.85,18.29,78.2,MotionSickness,60,100.0,True
8.972227777777778,105.81,18.29,78.4,MotionSickness,60,100.0,True
9.000005555555555,105.75,18.29,78.4,MotionSickness,60,100.0,True
9.027783333333334,105.93,18.29,78.2,MotionSickness,60,100.0,True
9.05556111111111,105.8,18.29,78.3,MotionSickness,60,100.0,True
9.083338888888889,105.8,18.29,78.4,MotionSickness,60,100.0,True
9.111116666666666,105.87,18.29,78.3,MotionSickness,60,100.0,True
9.138894444444444,105.89,18.29,78.3,MotionSickness,60,100.0,True
9.166672222222221,105.78,18.29,78.4,MotionSickness,60,100.0,True
9.19445,105.87,18.4,78.3,MotionSickness,60,100.0,True
9.222227777777777,105.91,18.29,78.2,MotionSickness,60,100.0,True
9.250005555555555,105.85,18.29,78.4,MotionSickness,60,100.0,True
9.277783333333332,105.78,18.29,78.4,MotionSickness,60,100.0,True
9.30556111111111,105.96,18.29,78.2,MotionSickness,60,100.0,True
9.333338888888887,105.86,18.29,78.3,MotionSickness,60,100.0,True
9.361116666666666,105.84,18.29,78.4,MotionSickness,60,100.0,True
9.388894444444444,105.89,18.29,78.3,MotionSickness,60,100.0,True
9.416672222222221,105.95,18.29,78.2,MotionSickness,60,100.0,True
9.44445,105.83,18.29,78.4,MotionSickness,60,100.0,True
9.472227777777777,105.84,18.4,78.4,MotionSickness,60,100.0,True
9.500005555555555,105.96,18.29,78.2,MotionSickness,60,100.0,True
9.527783333333332,105.92,18.29,78.3,MotionSickness,60,100.0,True
9.55556111111111,105.83,18.29,78.4,MotionSickness,60,100.0,True
9.583338888888887,105.96,18.29,78.3,MotionSickness,60,100.0,True
9.611116666666666,105.94,18.29,78.2,MotionSickness,60,100.0,True
9.638894444444444,105.89,18.29,78.4,MotionSickness,60,100.0,True
9.666672222222221,105.84,18.4,78.4,MotionSickness,60,100.0,True
9.69445,106.01,18.29,78.2,MotionSickness,60,100.0,True
9.722227777777777,105.9,18.29,78.3,MotionSickness,60,100.0,True
9.750005555555555,105.88,18.29,78.4,MotionSickness,60,100.0,True
9.777783333333332,105.96,18.29,78.3,MotionSickness,60,100.0,True
9.80556111111111,106.0,18.29,78.3,MotionSickness,60,100.0,True
9.822227777777778,72.91415123926329,15.141480768103218,78.29745635184055,MotionSickness,60,100.0,True
9.838894444444445,68.88004768127851,15.202700806536146,80.57613214052436,MotionSickness,60,100.0,True
9.855561111111113,74.25135358741937,13.5733950169409,77.40956658575868,MotionSickness,60,100.0,True
9.87222777777778,74.82169414917364,15.164944445188128,78.93522965313538,MotionSickness,60,100.0,True
9.888894444444448,66.14689443403849,14.927742399551205,79.01177012907071,MotionSickness,60,100.0,True
9.905561111111115,68.09346147941305,16.57251743696973,81.00320374526238,MotionSickness,60,100.0,True
9.922227777777783,72.38352120950185,13.249998263751488,74.58672538733144,MotionSickness,60,100.0,True
9.93889444444445,71.05127222296926,13.492599423599575,77.08318345089369,MotionSickness,60,100.0,True
9.955561111111118,71.94959652748713,13.693880951540047,79.69703221077701,MotionSickness,60,100.0,True
9.972227777777785,69.44086821727926,13.509777849961225,81.0917929595573,MotionSickness,60,100.0,True
9.988894444444453,74.63819392458849,13.109979250236396,78.48014302528416,MotionSickness,60,100.0,True
10.00556111111112,74.33337580628684,11.237324494326257,77.41459167115703,MotionSickness,60,100.0,True
10.022227777777788,72.19809209268365,13.565300526276866,79.5142367373489,MotionSickness,60,100.0,True
10.038894444444455,75.3817236209041,14.369358059699904,79.73740535046336,MotionSickness,60,100.0,True
10.055561111111123,73.40252802675613,13.50677815449409,77.28067664266538,MotionSickness,60,100.0,True
10.07222777777779,69.42212261135029,15.93538118352911,78.66061462435509,MotionSickness,60,100.0,True
10.088894444444458,73.1062523522475,14.013375812715863,80.36105452482394,MotionSickness,60,100.0,True
10.105561111111125,69.123352197513,15.291029055184136,81.7809179865489,MotionSickness,60,100.0,True
10.122227777777793,74.63535090392182,14.261420412729969,79.48520991847059,MotionSickness,60,100.0,True
10.13889444444446,71.85022226704125,14.826407309893257,78.08827779333119,MotionSickness,60,100.0,True
10.155561111111128,71.44541290936422,14.279241553933563,77.89184964792419,MotionSickness,60,100.0,True
10.172227777777795,69.95721136678817,15.368784631903562,79.11479311438724,MotionSickness,60,100.0,True
10.188894444444463,75.66762401602209,14.0559393501324,77.7686543150411,MotionSickness,60,100.0,True
10.20556111111113,71.5364115537936,14.496120708088785,78.37928099804478,MotionSickness,60,100.0,True
10.222227777777798,70.71501653351068,14.366332933650044,75.88424747093825,MotionSickness,60,100.0,True
10.238894444444465,70.94359934853532,13.71171454187268,80.59411439298232,MotionSickness,60,100.0,True
10.255561111111133,73.59692755666005,14.404982318924677,75.71963054570264,MotionSickness,60,100.0,True
10.2722277777778,73.09633219309224,16.234386246197683,77.13577647909398,MotionSickness,60,100.0,True
10.288894444444468,73.23819783478797,13.729603057904558,78.19518652170363,MotionSickness,60,100.0,True
10.305561111111135,73.29246300902365,14.419464892853249,81.98197375977728,MotionSickness,60,100.0,True
10.322227777777803,78.42494280261138,15.257778950869444,77.15463403029534,MotionSickness,60,100.0,True
10.33889444444447,70.78075495084616,15.14025328094428,76.6679683720792,MotionSickness,60,100.0,True
10.355561111111138,70.4632718127854,14.011716417719365,76.89836616533242,MotionSickness,60,100.0,True
10.372227777777805,69.55868181525636,11.616611297042638,81.31779433522263,MotionSickness,60,100.0,True
10.388894444444473,73.84793826772649,14.516702818648467,72.37530601298796,MotionSickness,60,100.0,True
10.40556111111114,75.38691687816268,11.780525741376948,75.99452397570283,MotionSickness,60,100.0,True
10.422227777777808,71.65815762703538,15.46993723094123,83.4625774183191,MotionSickness,60,100.0,True
10.438894444444475,69.47953056911241,14.16947387119326,79.18176414698327,MotionSickness,60,100.0,True
10.455561111111143,69.52655635292628,14.99967401987199,75.78803010132157,MotionSickness,60,100.0,True
10.47222777777781,73.9517783634741,13.097888861818948,77.91616403565045,MotionSickness,60,100.0,True
10.488894444444478,74.22976251361032,12.447492526699946,78.13490913213572,MotionSickness,60,100.0,True
10.505561111111145,73.62946280491559,14.260754384141167,79.69225049181121,MotionSickness,60,100.0,True
10.522227777777813,70.00347087813391,13.966396560043858,81.67900400564513,MotionSickness,60,100.0,True
10.53889444444448,72.69648396920016,13.508459173842834,78.77710336255844,MotionSickness,60,100.0,True
10.555561111111148,72.35005742742219,14.084661280732764,76.92042339397408,MotionSickness,60,100.0,True
